nvoe ,"ूवेण
 ","ूनवे
 "
tajm ,"जमत
 ","ाजमत
 "
upnyde ,"पुंेद
 ","पुडंे
 "
hultankicde ,"ूलान्यकीडंचेदतख
 ","ूलकीडंचेदटख
 "
htaysw ,"थव्यसअत
 ","थाव्यसअत
 "
lycosg ,"ला्यकोग
 ","ला्यकसोग
 "
hanirg ,"न्हरिग
 ","ान्हरिग
 "
hlayidrjm ,"ला्यीरजमध
 ","ला्यीरजमध
 "
tandf ,"ाडंतफ
 ","डंतफ
 "
nore ,"नोरे
 ","नोरे
 "
bhtanvyiesg ,"भाव्यीसठिगण
 ","भाव्यीसठिगण
 "
ltaire ,"लएरेअट
 ","ल्रेटआै
 "
btaos ,"सोतब
 ","्सोटब
 "
hultanykcresm ,"ा्यकुंचरेशमळत़
 ","ा्यकुंचरेशमळत़
 "
hlaicdojg ,"ाीडोचजळग
 ","लाीडोचजग
 "
hanicdor ,"ाीोंचरणध
 ","ाीोंचरणध
 "
bhavisg ,"भावीशिग
 ","भावीशिग
 "
havyirs ,"ावयरशि
 ","व्यरशि
 "
apvr ,"ापवर
 ","ापवर
 "
anidm ,"ानदमि
 ","ानडमि
 "
taykom ,"ा्यकोटम
 ","्यकोटम
 "
hanvdrejm ,"ानवीरेजमध
 ","ानवीरेजमध
 "
laykr ,"ला्यकर
 ","ला्यकर
 "
lvore ,"लव्ोरे
 ","लव्रे
 "
videw ,"व्ीेदि
 ","व्ीडेदि
 "
hancd ,"डचअण
 ","ाडचअ
 "
uakrm ,"ाकुरम
 ","ाकुरम
 "
uapnrsg ,"ूापसंरग
 ","ूपसंरग
 "
htanykdrm ,"ा्यकंरेदटमतध
 ","ा्यकंरदमतध
 "
htanvidores ,"ावयसोंरअतिणध़
 ","ानव्सोंरेअतिध
 "
hltanvirs ,"लथाव्ीसंरळ
 ","लथाव्ीसंरळ
 "
htaycr ,"ा्यचरअत
 ","ा्यचरअत
 "
htavirs ,"ाव्ीसरशत
 ","ाव्ीसरशत
 "
hutanvidrs ,"थानव्हीुसंरदि
 ","थानव्हीुसंरदि
 "
lavem ,"ावेमळ
 ","लावेम
 "
ltanko ,"लानकोट
 ","लानकोट
 "
taves ,"ावीसअत
 ","ावीसअत
 "
taorem ,"ाीोरमत
 ","ाीोरटम
 "
bhancs ,"भाचषण
 ","भाचषण
 "
tanog ,"ूानटतग
 ","ूनटग
 "
tapnirjm ,"ापन्ीरअजमत
 ","ाप्ंरअजमति
 "
hapykcre ,"ाप्यकचरे
 ","ाप्यकचरे
 "
ankrsm ,"ान्कसरम
 ","ानकसरम
 "
havyicdre ,"ावचरेिध
 ","ावचरेिध
 "
laces ,"लकसेऑ
 ","ल्कसेअ
 "
hlancde ,"लंचेद
 ","लाडंचे
 "
tankre ,"नकरेटँ
 ","ानकरेट
 "
huapne ,"ापन्हयीुंण
 ","पनहीुंे
 "
uag ,"ाआगऊ
 ","ाआगौ
 "
avyd ,"ावयद
 ","ावयद
 "
utapirg ,"पीुरतगइ
 ","पीुरतगइ
 "
blnoe ,"लनोेब
 ","नोेब
 "
hlapnvdoesmg ,"ूापनव्यसंेमळगढ
 ","ूलापनवसंेमगध
 "
hutavki ,"ावहकीुत
 ","ावहकीुत
 "
huanksm ,"ा्कंमषउ
 ","ा्कंमषउ
 "
tanco ,"न्कटॅ
 ","न्कोटॅ
 "
tanvdrm ,"ाव्डंरमत
 ","ाव्ंरदमत
 "
tapnvrm ,"ापनवरमत
 ","ापनवरमत
 "
huanycdf ,"ा्यडंचफ
 ","ा्युडंचफ
 "
ltacdoes ,"ल्कसडेटॉ
 ","ल्कसडोेट
 "
hapnrm ,"ाप्हरमण
 ","ाप्हरमण
 "
htandesm ,"न्यसेशटमध
 ","ा्संेशटमध
 "
huakreg ,"ाीुरगख
 ","ीुरगख
 "
acesm ,"कीसमॅ
 ","कीसेम
 "
htapnykcdre ,"ाप्यकंचरेदत
 ","ाप्यकंचरेदत
 "
taykirem ,"ा्करेटमति
 ","्करेमति
 "
anirjg ,"्ंरजगइ
 ","्ंरजगइ
 "
hie ,"हे
 ","हे
 "
hulapnykcr ,"लाप्युंचरफख
 ","लाप्युंचरफख
 "
hlakcr ,"ला्चरख
 ","ला्चरख
 "
hanvyicrs ,"ावयंचरशि
 ","ावयंचरशि
 "
bhtanycdoe ,"ान्यीोंचदटब
 ","ान्यीडोंचटब
 "
adrj ,"्रदज
 ","ा्डरज
 "
hutaicdrg ,"्ुचरदतिग
 ","ूा्चरदतिग
 "
havkirej ,"ावहीरेजिख
 ","ावहीरेजिख
 "
htanvycdes ,"थानव्यसंचेद
 ","थानव्यसंचेद
 "
taykd ,"ा्यकदत
 ","ा्यकदत
 "
ultayrsg ,"ला्ीुसरतग
 ","ल्ीुसरतग
 "
iorg ,"ोरगइ
 ","ूरगइ
 "
htnor ,"न्हरटॉ
 ","न्होरटॉ
 "
buanidr ,"ूंरदिब
 ","नुडरिब
 "
hulandm ,"लाुंमध
 ","लाुंमध
 "
hpnoe ,"नेफओ
 ","नेओढ
 "
htaykres ,"ा्यकीसरेशतख़
 ","ा्यकीसरेशतख
 "
uang ,"ानुग
 ","ानुग
 "
hvdes ,"व्ेशद
 ","व्डेश
 "
bhuanc ,"ानकुब
 ","ानुचब
 "
ltapkr ,"लाप्करट
 ","लाप्करत
 "
hapnvkidres ,"ापव्कींरेदष
 ","पव्कंरेदिष
 "
hapvidoresw ,"ूापव्ीरेशद
 ","ूापव्ीरेशद
 "
bani ,"ानिब
 ","ानिबई
 "
htapniore ,"पनहीोरति
 ","पहीोरतिण
 "
bhultanykesm ,"भा्यकीुसंेठमळ
 ","भला्यकीुसंेठम
 "
hlapoe ,"पीोळफ
 ","ापोफई
 "
htanices ,"ा्हयंचशअतिण
 ","ानहंचअतिष
 "
laes ,"लसॅ
 ","लासई
 "
ltaniores ,"लन्सरेशि
 ","लानसरेश
 "
htanvkores ,"ूानव्कसरेतषण
 ","ूानव्कसरेतषण
 "
hanyidrem ,"ान्यंरेमिणध
 ","ान्यंरेमिणध
 "
hlapyc ,"लापयच
 ","लापयच
 "
hanyidoes ,"नयडोंेशिइ
 ","ानयडोंेशिइ
 "
bhlaveg ,"भलाविग
 ","भलाविग
 "
hanykcdos ,"ा्यकसोंचशध
 ","ा्यकसोंचशध
 "
uanresf ,"नुसरेफ
 ","ानुसरेफ
 "
huapnie ,"ापन्हयीुंण
 ","ापनहुेई
 "
bhlanykdremgw ,"ाव्यकंरेमळबगध
 ","लाव्यकंरेमबगध
 "
layeg ,"ला्येग
 ","ला्येग
 "
htanydesm ,"थ्यसंेमध
 ","थ्यसंेमध
 "
bhtanvyirs ,"ाव्यीसरठिबण
 ","ाव्यीसरठिबण
 "
bhavceg ,"ावचेबग
 ","ावचेबग
 "
tansm ,"नसंत
 ","न्समत
 "
anrs ,"ासरण
 ","सरण
 "
htavyicrsmw ,"ाव्यचरशमति
 ","ाव्यचरशमति
 "
des ,"सडि
 ","ीसड
 "
bano ,"ूानंब
 ","ूानब
 "
htanyces ,"था्यसंचे
 ","था्यसंचे
 "
bhulaicg ,"लाीुचबग
 ","लाीुचबग
 "
htanykce ,"ा्यींचतख
 ","ा्यींचतख
 "
lanyd ,"लयडंआ
 ","लायडंआ
 "
hankicdresm ,"ा्कचरेशमिषणध
 ","ा्कचरेशदमिषण
 "
bhuand ,"ान्ुंदबध
 ","ान्ुदबध
 "
htapykdr ,"थाप्यरदतख
 ","थाप्यरदतख
 "
poe ,"पो
 ","पोे
 "
htapykores ,"ूाप्करेतष
 ","ूाप्करेटत
 "
hapnycrem ,"ाप्यंचरेमण
 ","ाप्यंचरेमण
 "
ultavis ,"लाव्ीसतउ
 ","लाव्ीसतउ
 "
utapyidrmw ,"ापव्यरदमतिउ
 ","ापव्युरदमत
 "
hnvioj ,"ूनविझ
 ","ूनवहजि
 "
taykos ,"ा्यकसोट
 ","ा्यकसोत
 "
tpnre ,"पंरेट
 ","पंरेट
 "
laviresm ,"लावीसरम
 ","लावीसरम
 "
badre ,"डरेब
 ","ाीडरब
 "
ltane ,"ान्येळत
 ","लनेतई
 "
takio ,"कोटति
 ","कोटि
 "
lapvye ,"लापव्ये
 ","लापव्ये
 "
lanosw ,"लनसॉ
 ","लान्स
 "
hacresmg ,"ा्ीसचरमग
 ","ा्ीसचरमग
 "
hlayidrsm ,"ला्यीसडरमध
 ","ला्यीसरदमध
 "
tapeq ,"पकेटॅ
 ","ापेट
 "
bhand ,"नंबध
 ","ानंबध
 "
htapnrs ,"ाप्रटषण
 ","ाप्रटषण
 "
ltapio ,"लपीोट
 ","लापीोट
 "
akos ,"्कसओ
 ","्कसओ
 "
anidm ,"ाींदम
 ","ाीडंम
 "
avrs ,"ावसर
 ","ावसर
 "
bhtapcorsg ,"ा्सोचरटबफघ
 ","ा्सोचरटबफघ
 "
ankido ,"ूनकडआई
 ","ूनकडआै
 "
andegw ,"ानवडेग
 ","ानवडेग
 "
hpko ,"ूपख
 ","ूपख
 "
hulanks ,"ूलन्कष
 ","ूलन्कष
 "
uanvirsm ,"व्युसरमण
 ","ाव्ुसरमणई
 "
htapdr ,"ाडरदतफ
 ","ारदतफ
 "
lair ,"लारि
 ","लारि
 "
banirw ,"ानवीरब
 ","ावीरबण
 "
hltaim ,"लथामि
 ","लथाीमि
 "
hairsm ,"ाीरशमआ
 ","ारशमिआ
 "
uansm ,"ुसमण
 ","ानुसम
 "
hutapnydem ,"ापन्यंेदमतधउ
 ","ापन्यंेदमतधउ
 "
apnvdre ,"ापनव्ंरेद
 ","ापनव्ंरेद
 "
hulavkicdre ,"लावकीुचरद
 ","लवकीुचरद
 "
buavrs ,"वसरब
 ","वुसरब
 "
htam ,"थाम
 ","ामत
 "
utars ,"ुसरत
 ","ुसरत
 "
htapnvidr ,"पनव्ीरतिध
 ","पन्रतिध
 "
pos ,"पसो
 ","ूपस
 "
hlanics ,"लन्चशि
 ","लान्सचि
 "
haykcm ,"ायकचम
 ","ायकचम
 "
tanirj ,"न्ीरजत
 ","न्ीरजत
 "
hanvics ,"ानवसंचि
 ","ानवसचि
 "
bhltanidrm ,"लन्ीरटमिबध
 ","ला्ींरटमिबईध
 "
utapg ,"ाप्ुतग
 ","ाप्ुटग
 "
tavmg ,"ावमतग
 ","ावमतग
 "
uangw ,"वगणउ
 ","ानवगउ
 "
tapkrj ,"ाप्करजत
 ","ाप्करज
 "
htankcres ,"ायकंचरेशत़
 ","ाकंचरेशत
 "
ayds ,"ा्यसड
 ","ा्यसड
 "
ulanydoejm ,"ा्युडोेजमळण
 ","ा्युडोेजमळण
 "
tanrs ,"ान्संरअत
 ","ान्संरअत
 "
bhtaiogw ,"भावीोतग
 ","भावीोतग
 "
htavyces ,"थाव्यसचे
 ","थाव्यचे
 "
bioresm ,"्ीसोरेमब
 ","यसोरेमिब
 "
hapr ,"ारफ
 ","ारफ
 "
lanicre ,"लान्यसरि
 ","लान्यसरेि
 "
lane ,"लनॅई
 ","लनइ
 "
lapnors ,"लपन्सर
 ","लपनसोर
 "
hacdeg ,"ीचदअग
 ","ाचेअगई
 "
bhltavyirg ,"लाव्यरतिबघ
 ","लाव्यरतिबघ
 "
avykr ,"ाव्यकर
 ","ाव्यकर
 "
hltanidsmgf ,"लान्ीसअमतिगणफध
 ","लान्ीसंअमतिफधघ
 "
hlanyicrsg ,"ला्हयीसंचरग
 ","ला्हयीसंचरग
 "
hapdres ,"प्रेशद
 ","ाप्रेशद
 "
bai ,"ीबॉ
 ","्ीब
 "
hutanvdorsm ,"ूानव्रशदमतधृ
 ","ूानव्रशदमतधृ
 "
largw ,"लावरग
 ","लावरग
 "
hanicej ,"ानंचेजै
 ","ानंचेजै
 "
utavre ,"व्ीतआृ
 ","व्ीतआृ
 "
tanicor ,"नकोरेट
 ","कोरेटण
 "
tndew ,"वडंेट
 ","वडंे
 "
ankoesg ,"ावकसेग
 ","ावकसेग
 "
aneg ,"ानींग
 ","ानींग
 "
barsq ,"्कसरबॉ
 ","ाकसरब
 "
uorsm ,"ूरशम
 ","ूुसरम
 "
uanymg ,"ा्युंमग
 ","्युंमग
 "
uloz ,"ूलुझ
 ","ूलझ
 "
haykrs ,"ा्हयकसर
 ","ा्हयकसऱ
 "
voreg ,"व्होरग
 ","व्ोरग
 "
hlapndor ,"ल्डरफॉँ
 ","लाडोंरफ
 "
htorw ,"थव्र
 ","थव्हरॉ
 "
hltapice ,"लापीचेट
 ","लापीचेट
 "
hapnycdresm ,"ाप्यसडंचरेमण
 ","ापन्सडचरेमण
 "
hapkrs ,"ाप्करश
 ","ाप्करश
 "
htapyce ,"थाप्यचे
 ","ाप्यचेठ
 "
hutm ,"ूठम
 ","ुठम
 "
badoeg ,"ाोदबगई
 ","ाडोबगई
 "
ltncor ,"ल्कोंरट
 ","लन्कोरटॉ
 "
hlaices ,"ाीसचेळ
 ","लाीसचे
 "
hanidresm ,"्यींरेशमणध
 ","न्ींरेशमध
 "
bhlanyco ,"ला्योचबण
 ","ा्योचळबण
 "
hanvycrj ,"ानव्यचरज
 ","ानव्यचरज
 "
ultapnd ,"ूापनडळत
 ","लापनडत
 "
htanykcres ,"ा्यकींचरेशत़
 ","ा्यकींचरेशत़
 "
huanco ,"ानहचौ
 ","ानहोच
 "
uapkr ,"ापकृ
 ","ापकृ
 "
hanvdre ,"व्हडंरे
 ","ाव्हंरेद
 "
bhtanidresgw ,"भाव्ीसंरदतिणघ
 ","भानव्ीसंरदतिघ
 "
huankrs ,"ा्कषणृ
 ","ान्कषणृ
 "
huanresgw ,"व्रेशषणघृ
 ","व्रेशषणघृ
 "
bhuanv ,"भानवुअ
 ","भानवुअ
 "
lidesf ,"ल्सडिफ
 ","ल्सडिफ
 "
htanvicdes ,"थानव्ीसचेद
 ","थाव्ीसंचेद
 "
tanyiores ,"न्ीसरेशट
 ","न्ीसरेशट
 "
taykor ,"यकोरत
 ","यकोरत
 "
bltyire ,"ल्ीरटिब
 ","ल्ीरटिब
 "
hanicdog ,"ाहीोंचदघ
 ","ाहीोंचदघ
 "
huairs ,"ायरशि
 ","ायरशि
 "
uanrjg ,"ान्ुरजग
 ","ानुरजग
 "
blarej ,"ीरजळब
 ","ला्ीरजब
 "
hutapyiosg ,"ापयीसोंठगउ
 ","ाप्यीसोठगउ
 "
htanidrsw ,"ाव्संरदतिध
 ","ाव्सरदतिध
 "
tapnie ,"ापन्यंटिण
 ","ापन्ेति
 "
harew ,"ावहरि
 ","वहरि
 "
bkores ,"्कसरबॉ
 ","कसोरब
 "
tapvr ,"ापवरत
 ","ापवरत
 "
uakes ,"कसेउ
 ","कसेउ
 "
ankore ,"ानयकोरेि
 ","नकोरे
 "
htayicor ,"ा्यीुचरत
 ","ा्यीुचरत
 "
hayirs ,"ायरशि
 ","ायरशिष
 "
utakidoj ,"कीुडोजत
 ","ाकीुडोजत
 "
havyicr ,"ाव्हयचरि
 ","ाव्हयचरि
 "
bham ,"ाहमब
 ","ाहमब
 "
uydsz ,"ू्यसडझ
 ","्युसडझ
 "
lapnykdrej ,"लाप्यकडंरेज
 ","लाप्यकडंरेज
 "
hanirsw ,"ानवहींरशि
 ","ानवहींरशि
 "
ncoes ,"न्कसोे
 ","न्कसोे
 "
hlanvyc ,"लाव्यचण
 ","लाव्यचण
 "
pvor ,"पव्ोर
 ","पव्होर
 "
arsm ,"ासरमआ
 ","ासरअम
 "
huankice ,"ा्यकुंचइछ
 ","ाकुंचेइ
 "
hlavkie ,"लावीेख
 ","लावीेख
 "
undem ,"ूंेदम
 ","ूडंेम
 "
huanires ,"ानहीुरेश
 ","ानहीुरेष
 "
hlavics ,"लावीसच
 ","लावीसच
 "
htavies ,"व्येशटिष़ै
 ","व्ेशटिषै
 "
haykcrm ,"ा्यकचरम
 ","ा्यकचरम
 "
tanyko ,"ा्यकोतण
 ","ा्यकोंट
 "
ltavir ,"वरळति
 ","लावरति
 "
htaprs ,"थाप्सर
 ","ाप्सरठ
 "
hutarm ,"ूथारम
 ","थुरम
 "
hakrs ,"्करशॅ
 ","्करश
 "
hutapnydrem ,"ाप्युंरेमतध
 ","ाप्युंरेमतध
 "
bharesj ,"ाीरेशजब
 ","ाीरेशजब
 "
tapyke ,"पकेटॅ
 ","प्यकेत
 "
lane ,"लाेआण
 ","लानेआ
 "
hanykcdrj ,"ा्यडंचरखझ
 ","ा्यडंचरखझ
 "
uandrs ,"ुसंरद
 ","ुसंरद
 "
utpcref ,"प्करेटफ
 ","ूप्करटिफ
 "
laireg ,"लायरजि
 ","लारेिग
 "
hanr ,"ाहरण
 ","ानहर
 "
htakce ,"ाचेतख
 ","ाचेतख
 "
hlavicdg ,"लावीडचग
 ","लावीडचग
 "
and ,"नंदआ
 ","नंदआ
 "
htanksg ,"कसंटघ
 ","कसंटघ
 "
bhulaidemg ,"ाुडेमळिबघ
 ","ाुडेमळिबघ
 "
hultapkr ,"ूथापकरळ
 ","लथाप्कुर
 "
btaidrsmg ,"ा्संरदतिबग
 ","ा्संरदतिबग
 "
nem ,"ेमण
 ","नेम
 "
hlankce ,"लाींचेख
 ","लाींचेख
 "
hultakem ,"लाीुमतख
 ","लाीुमतख
 "
bhltanyidresw ,"भलानव्यीसंरदतिबण
 ","भलानव्यीसंरदतिब
 "
niors ,"नसरिॉ
 ","न्सोर
 "
bhtanvkicdoes ,"ूनवकीसडोचतिबण
 ","ूानवकसडोचतिब
 "
hanid ,"हीडं
 ","ाहीडं
 "
takm ,"ाकटम
 ","ाकमत
 "
tanykire ,"ान्यकंरेअति
 ","ान्यकंरेअति
 "
htayres ,"ा्यीसरठत
 ","ा्यीसरठत
 "
bhtan ,"भानट
 ","भानत
 "
utresm ,"सरटम
 ","्ुसरटम
 "
uaps ,"ापुस
 ","ापुस
 "
pcore ,"ूपकर
 ","ूपकर
 "
htanesm ,"ाहीसंशठम
 ","ाहीसंशठम
 "
hlakem ,"लाेमख
 ","लाेमख
 "
hulankid ,"लीडंधखौ
 ","लाीडंधखौ
 "
htaidem ,"ा्येठमिईध
 ","ा्येठमिईध
 "
harez ,"ाहरेझ
 ","ाहरेझ
 "
hltayidorw ,"लाव्योरदतिध
 ","लाव्योरदतिध
 "
huapnykrs ,"ाप्युसरणख
 ","ाप्युसरणख
 "
bhavyig ,"भावयीिग
 ","भावयीिग
 "
lavy ,"लावय
 ","लावय
 "
htancre ,"ान्यंचरत
 ","ानंचरेत
 "
hapykicre ,"ाप्यकचरेि
 ","ाप्यकचरेि
 "
bhapnir ,"भपीरण
 ","भापन्ीर
 "
ltai ,"लेट
 ","लात
 "
bhavy ,"भावहय
 ","भावहय
 "
bhtanoesg ,"ासोेशतबगण
 ","ासोेशतबगण
 "
nkides ,"्कसडंेइ
 ","्कसडंिइ
 "
aomg ,"ाोमग
 ","ाोमग
 "
byoresm ,"्ीसोरेमब
 ","ीसोरमिब
 "
hadoreg ,"वरेदघ
 ","हडरेघ
 "
lanvyij ,"लानवयजि
 ","लावयंजि
 "
hanvycw ,"ाव्यंचअ
 ","ाव्यंचअ
 "
btankireg ,"ान्कीरेतबग
 ","ान्कीरेटबग
 "
bhtaycre ,"भा्यीचरत
 ","भा्यीचरट
 "
bhandes ,"ानहेशदब
 ","ानहेशदब
 "
bhtapnicoes ,"ापन्ीचेशतब
 ","ापनयीसोचेतब
 "
ankir ,"्करिण
 ","्करिण
 "
btaesm ,"ाीसमतब
 ","्ीसमतब
 "
harsm ,"ा्रशम
 ","ा्रशम
 "
tanvoes ,"ूनव्ीसंत
 ","ूनव्ीसत
 "
tapnrejm ,"ापन्ीरअजमत
 ","पन्ीरअजमत
 "
utankirs ,"ा्कुसंरति
 ","्कुसंरति
 "
huapycog ,"ापयोचगउ
 ","ाप्योचगउ
 "
htakce ,"कीएचट
 ","कीएचट
 "
anisw ,"ानव्सइ
 ","ानव्सई
 "
htapnyirm ,"ापन्हयंरमति
 ","ापन्हयंरमति
 "
hanvyid ,"ाव्यंिध
 ","ाव्यंिध
 "
bhtai ,"भायटि
 ","भायति
 "
bhapnycoresw ,"ापव्योंचरेशब
 ","ापव्योंचरेशब
 "
ulapej ,"लपुेज
 ","लपुेज
 "
bltae ,"लेटबॅ
 ","ल्ीटब
 "
tanyke ,"ान्यकेट
 ","ा्यकेतण
 "
tarj ,"ारजतआ
 ","ारजतआ
 "
ltapndo ,"ूापनडळत
 ","ूलपनडत
 "
htakic ,"ाकचटि
 ","ा्कचति
 "
hlpir ,"लीरिफ
 ","लयीरि
 "
uakr ,"कुर
 ","कुर
 "
hlanyires ,"लान्यरेशि
 ","लान्यरेशि
 "
bhlanycd ,"ला्यंचदब
 ","ला्यंचदब
 "
bhanids ,"भानीसंद
 ","भानीसंद
 "
lapi ,"लापी
 ","लापी
 "
lavkie ,"लवकेि
 ","लवकेि
 "
utne ,"ेटणउ
 ","नेटउ
 "
lapvki ,"लपव्कि
 ","लपवकि
 "
lapnidos ,"लपनयीसडोंिइ
 ","लापनयीसडोंिइ
 "
utanvkdreg ,"ूावकुडंरेदतगण
 ","ावकुडंरेदतग
 "
hanicj ,"ानचजै
 ","ांचजई
 "
tnicdog ,"नकडंशिग
 ","न्कडोंशिगॉ
 "
tapnkis ,"ापन्कीसति
 ","ापन्कीसटि
 "
htanicres ,"ा्यीसंचरठिइणछ़
 ","ानीसचरठिइ
 "
hankdoejw ,"ूानवहकीडंज
 ","ूानवहकीडंज
 "
utrem ,"्ीुरमत
 ","्ीुरमत
 "
htanvidore ,"ाव्योरठतिणध
 ","थानव्ीोरेतिध
 "
lioj ,"लीोज
 ","लीोज
 "
takir ,"ा्करति
 ","ा्करति
 "
haycdrew ,"ाव्यीचरदढ
 ","ाव्यीचरदध
 "
bhanyoesg ,"नयेशबगॉ
 ","योेशबग
 "
bhaykicresj ,"भा्यकचरेजिष
 ","भा्यकचरेजिष
 "
utapnvkrs ,"ापनव्कुसरत
 ","ापनव्कुसंरत
 "
apyorg ,"प्योरग
 ","प्योरग
 "
apnkor ,"ूाप्करण
 ","ूाप्करण
 "
lanires ,"लनीसरि
 ","लानीसरि
 "
tapi ,"ापयति
 ","ापयति
 "
bhuakdj ,"भाकुदज
 ","भाकुदज
 "
arsw ,"ावसर
 ","ावसर
 "
ankiej ,"कंेजिण
 ","नकंेजि
 "
bhacdore ,"ा्ीडोचरब
 ","ा्ीडोचरब
 "
tanyiors ,"न्ीसरेशट
 ","न्ीसरेशट
 "
tapke ,"पकेटॅ
 ","पकीत
 "
htanm ,"ा्हमतण
 ","ा्हमत
 "
hankdoremg ,"्यकोरेमगणध
 ","्यकोंरेमगध
 "
hutapnykorsm ,"ूापन्युसंरमतख
 ","ूापन्युसंरमतख
 "
laem ,"लेम
 ","लाीम
 "
hakids ,"्कीअषध
 ","्कअिषध
 "
larj ,"लारजआ
 ","लारजआ
 "
htapkdes ,"ाप्कीेदतषध
 ","ाप्कीेदतषध
 "
htankirsg ,"ानकीसंरठिग
 ","ानकीसंरठिग
 "
anke ,"ानकी
 ","ानकी
 "
ltavye ,"ावयेळत
 ","लावयेत
 "
hutavicdre ,"व्ीुचरेदत
 ","वीुडचरेट
 "
tim ,"मति
 ","टमि
 "
buandorg ,"ाुडोंरबग
 ","ाुडोंरबग
 "
utapnvs ,"ूापनव्सत
 ","ूापनव्ुसत
 "
barem ,"्रमब
 ","ारमब
 "
htanvrs ,"ानव्ंरतष
 ","ानव्ंरतष
 "
htanicejm ,"नीचजमति
 ","नीचजमति
 "
ltanidem ,"लानीदमतै
 ","लानीदमतै
 "
hande ,"हीडं
 ","ाहीडं
 "
bas ,"ासब
 ","ासब
 "
huanmf ,"नहमॅफ
 ","ानहमफ
 "
htnicres ,"न्कसरेटि
 ","न्सचरेटि
 "
pyre ,"पीरे
 ","पीरे
 "
bhaykdesm ,"ा्यकसेमबध
 ","ा्यकसेमबध
 "
badg ,"ाडबग
 ","ाडबग
 "
utare ,"ारेतउ
 ","रेतउ
 "
hanysg ,"ायंशघ
 ","ायसंघ
 "
nidreg ,"ीडंरिग
 ","डंरेिग
 "
ltanks ,"ाकसंटळ
 ","लाकसंट
 "
anvkr ,"ानवकर
 ","नवकर
 "
hlapnycdrem ,"लाप्यडचरेमण
 ","लाप्ीडचरेमण
 "
hapkresj ,"ासरेजफख
 ","ापसरेजख
 "
havyirs ,"ावयरिष
 ","ावयरशि
 "
hutapvirs ,"ूापव्हीसरत
 ","ूापव्हीसरत
 "
hlapykies ,"लाप्हकीेिष
 ","लप्हयकीेिष
 "
hanyicdrm ,"ा्यींचरमिध
 ","ा्यींचरमिध
 "
huanirs ,"नयरशि
 ","न्हयुरशि
 "
baidrf ,"ारदिबफ
 ","ारदिबफ
 "
aemz ,"ाेमझ
 ","ाेमझ
 "
lavis ,"लावीस
 ","लवीस
 "
anres ,"नीसर
 ","ानसर
 "
hulancm ,"लाुंचम
 ","लानुचम
 "
htanydesm ,"न्यसेशटमध
 ","ा्यसंेशटमध
 "
ltapio ,"लापीोटत
 ","लपीोटत
 "
hltankresw ,"थाव्कसंरेळत
 ","थाव्कसंरटळ
 "
hakdrg ,"ाकडरघ
 ","ाकरदघ
 "
bnorw ,"ान्रबऊ
 ","न्ोरब
 "
htapyo ,"ूापहयत
 ","ूापहयरत
 "
avrm ,"ाव्रम
 ","ाव्रम
 "
huarj ,"ाुरझ
 ","ाुरज
 "
bhuande ,"ान्ीुंदबध
 ","ानीुंबध
 "
haycrs ,"ा्हयसचर
 ","ा्हयसचर
 "
asj ,"ासज
 ","सज
 "
htapnew ,"ापवेठण
 ","ापनवेठ
 "
bhuce ,"भचेउ
 ","भचेउ
 "
htadrs ,"थरशद
 ","था्रशद
 "
tankiore ,"नकोरेट
 ","कोंरटै
 "
uanysj ,"न्यसजौ
 ","ान्यसजौ
 "
hlayceg ,"ला्यचेग
 ","ला्यचेग
 "
hlanvidorem ,"लावहीोंरमिध
 ","लावहीोंरमिध
 "
bhankcdesm ,"ाकीसंचमबध
 ","ाकींचमबईधख
 "
lanvyie ,"लाव्येिण
 ","लानव्येि
 "
nosw ,"न्सो
 ","न्सो
 "
hapvdes ,"पवेशद
 ","ापवडेश
 "
tankiorsg ,"्कीसोरतिगण
 ","्कीसोरटिगण
 "
uanykdoejm ,"ूनकडेजमौ
 ","ूनयकडेजमौ
 "
apesm ,"प्समॅ
 ","प्सेम
 "
tanresf ,"ान्सरटफ
 ","न्सरेटॅफ
 "
hultapidem ,"प्ीुेदमळतध
 ","प्ीुेदमळतध
 "
hakicdem ,"ाकीडचेम
 ","कडचेमि
 "
bua ,"बॉ
 ","ाब
 "
hltakj ,"कळतझ
 ","ला्तझ
 "
htanyicsgf ,"ान्यसचअतिगणफ
 ","ा्यसंचअतिगणफ
 "
lnics ,"ल्कसंि
 ","लन्सि
 "
hlakm ,"लाहकम
 ","लाहकम
 "
lanymg ,"ानयंमळग
 ","लान्यंमग
 "
butpirsg ,"प्सरटिबग
 ","प्सरटिबग
 "
adrsmgq ,"ा्कसरदमग
 ","ा्सडरमतग
 "
tavyre ,"ाव्यरेत
 ","ाव्यरेट
 "
htandes ,"हसडेटँ
 ","हीसंदत
 "
taykreg ,"ायकरेटग
 ","ायकरेटग
 "
laprem ,"ापरम
 ","लापरम
 "
hankcre ,"ायकचरण़
 ","ान्कचरे
 "
ulj ,"ूलुझ
 ","लुज
 "
hnyoes ,"नयेशॉ
 ","नयोेश
 "
hakcjm ,"ा्कचजम
 ","ा्कचजम
 "
htanykidresm ,"ान्यकसरेमतिषध
 ","ान्यकसरेमतिषध
 "
uands ,"ानुसद
 ","ानुसद
 "
laicos ,"लसोश
 ","लयसोि
 "
tanvdor ,"ावडोंरत
 ","ावडोंरत
 "
hltanvidore ,"लाव्योंरतिणध़
 ","लावोंरेतिणध
 "
hlaco ,"ूलांच
 ","ूलाच
 "
